site;job_title;date_posted;tech_stack;requirements;min_salary;max_salary;industry;job_description;job_category
jobstreet;Regional Technical Delivery Engineer (Fiber Optic) West Java;2026-06-19 00:00:00;;D3, 2 tahun, Komunikasi;;;;"Deskripsi Pekerjaan :
Melakukan koordinasi dan monitoring proses inisiasi penjualan.
Melakukan validasi dokumen terkait inisiasi penjualan.
Melakukan input serta validasi data work order berdasarkan purchase order pelanggan.
Melacak progres pelaksanaan work order, status implementasi, dan aktivasi proyek.
Mendukung penyusunan dokumen proyek (tracking, koordinasi internal maupun eksternal).
Menyusun laporan progres proyek untuk kebutuhan internal maupun eksternal (pelanggan/vendor).
Memastikan pencapaian SLA layanan sesuai dengan timeline implementasi.
Mendukung proses perbaikan layanan kepada pelanggan.

Kualifikasi :
Minimal pendidikan D3 jurusan Teknik Telekomunikasi, Teknik Elektro, atau Teknik Informatika atau jurusan yang relevan
Memiliki pengalaman bekerja minimal 2 tahun dibidang Telekomunikasi/ISP, Service Delivery, Project Coordination, Network Implementation, atau Network Administration.
Memiliki keterampilan komunikasi dan negosiasi yang baik dengan berbagai pihak
Memahami proses pelaksanaan work order dan validasi data pada sistem SAP atau pada sistem ERP sejenisnya
Menjadi nilai tambah jika miliki sertifikasi profesional : CAPM / PMP / CCNA / HCIA / CCNP.
Penempatan : Bandung";
jobstreet;Technical Support;2026-06-04 00:00:00;;D3, S1, 2 tahun, Komunikasi, Problem Solving;;;;"Technical Support
Job Description
Memberikan dukungan teknis terkait produk kepada pelanggan dan tim internal.
Melakukan monitoring unit, trial produk, serta kunjungan ke customer untuk memastikan performa produk berjalan optimal.
Menangani dan menindaklanjuti permasalahan teknis serta melakukan analisa kerusakan produk.
Mengelola proses warranty claim dan berkoordinasi dengan pihak terkait untuk penyelesaiannya.
Melaksanakan Quality Control (QC) terhadap produk sebelum dikirim ke customer maupun saat penerimaan barang.
Mengumpulkan dan menganalisis data performa produk, lifetime unit, serta feedback customer sebagai bahan evaluasi dan pengembangan produk.
Menjalin koordinasi yang baik dengan tim Sales, Customer, dan pihak eksternal terkait kebutuhan teknis.
Menyusun laporan kegiatan technical support secara berkala sesuai standar perusahaan.
Qualifications
Pendidikan minimal D3/S1 Teknik Mesin, Teknik Industri, Teknik Alat Berat, atau jurusan terkait.
Memiliki pengalaman minimal 1–2 tahun sebagai Technical Support, Technical Service, atau posisi sejenis.
Memahami analisa kerusakan, troubleshooting, dan quality control produk.
Mampu membaca gambar teknik dan memahami spesifikasi produk teknis.
Memiliki kemampuan komunikasi dan problem solving yang baik.
Mampu bekerja secara mandiri maupun dalam tim.
Bersedia melakukan perjalanan dinas ke site/customer sesuai kebutuhan perusahaan.
Memiliki SIM A dan/atau SIM C menjadi nilai tambah.
Preferred Experience
Berpengalaman menangani produk industri alat berat, khususnya GET (Ground Engaging Tools), Undercarriage, atau spare part alat berat.
Terbiasa melakukan kunjungan lapangan dan memberikan solusi teknis kepada customer.";
jobstreet;Data Engineer;2026-05-30 00:00:00;SQL, Python, Java, MySQL, Kafka, Tableau, Spark;S1, D4, S2, 1-2 tahun;;;;"PT Sharing Vision Indonesia masih membutuhkan beberapa orang minimal S1/D4/S2 dari Teknik Informatika/Sistem Teknologi Informasi/Teknik Elektro/Teknik Telekomunikasi/Sistem Informasi/Fisika/ Matematika/Statistika/Ilmu Komputer/Engineer lainnya, untuk posisi sebagai: Data Engineer Penempatan WFO di Jakarta

Persyaratan:
Berpengalaman minimal 1-2 tahun dalam pekerjaan terkait Data Engineer
Minimal lulusan S1
Berpengalaman dalam ETL, data quality, data management
Advance dalam bahasa pemrosesan SQL, Python, Java
Advance dalam database management system, Oracle, postgree SQL, MySQL, Microsoft SQL, dan lain lain
Advance dalam crawling data dari medsos
Diutamakan pengalaman dengan big data tools untuk data ingestion seperti Sqoop, Kafka, dan lain lain
Pengalaman dalam menggunakan Tableau/Google Analytics/tools dashboard lainnya diutamakan
Pengalaman dalam teknologi big data (Spark, Hive, Impala) lebih diutamakan";Data Engineer
jobstreet;Data Engineer (Grafana, Kafka, SQL);2026-06-09 00:00:00;SQL, Kafka, Elasticsearch;S1, 2 tahun, Komunikasi;8500000.0;10000000.0;;"Gaji Gross: IDR 8.500.000 – 10.000.000 (Gross)
Lokasi: Jakarta Pusat (On-site)
Gambaran Pekerjaan
Kami mencari Monitoring & Data Engineer yang akan berperan dalam pengembangan, pengelolaan, dan optimalisasi dashboard monitoring serta data pipeline untuk mendukung kebutuhan operasional, monitoring sistem, dan analisis data.
Kualifikasi
Minimal S1 di bidang Teknologi Informasi, Teknik Informatika, Sistem Informasi, atau jurusan terkait.
Memiliki pengalaman kerja minimal 2 tahun sebagai Monitoring Engineer, System Engineer, Data Engineer, atau posisi terkait.
Memiliki pengalaman menggunakan SQL untuk query, analisis data, troubleshooting, dan optimasi performa database.
Memiliki pengalaman dalam pengembangan dan pengelolaan data pipeline.
Memiliki pengalaman menggunakan Kafka, termasuk implementasi dan pengelolaan CDC (Change Data Capture).
Memiliki pengalaman menggunakan Grafana untuk dashboard development, monitoring, dan alerting.
Memiliki pengalaman menggunakan Elasticsearch untuk query, konfigurasi, dan administrasi.
Memahami konsep Data Pipeline, Data Processing, Monitoring & Observability, serta Time-Series Data.
Berpengalaman dalam integrasi data dari berbagai sumber (multi data source).
Berpengalaman dalam transformasi dan pengolahan data.
Berpengalaman dalam monitoring log dan metrics.
Memiliki kemampuan analisis data dan troubleshooting yang baik.
Memahami metodologi pengembangan sistem seperti Agile dan/atau Waterfall.
Mampu bekerja secara kolaboratif dalam tim serta memiliki kemampuan komunikasi yang baik.
Tanggung Jawab
Mengembangkan dan mengelola dashboard monitoring menggunakan Grafana dan Elasticsearch.
Melakukan analisis terhadap data dan performa sistem.
Menangani kebutuhan data dan permintaan operasional dari pengguna.
Melakukan monitoring, troubleshooting, dan penyelesaian masalah terkait dashboard, query, maupun data.
Mengembangkan dan mengelola data pipeline dari berbagai sumber data.
Melakukan implementasi, monitoring, dan optimasi aliran data menggunakan Kafka dan CDC.
Melakukan transformasi, integrasi, dan pengolahan data dari berbagai sistem.
Memastikan kualitas, akurasi, dan ketersediaan data untuk kebutuhan monitoring dan pelaporan.
Memberikan rekomendasi perbaikan dan peningkatan berdasarkan hasil analisis data.
Mendukung kebutuhan testing, audit, dan aktivitas terkait kepatuhan.
Melakukan knowledge sharing kepada tim internal.
Bersedia bekerja secara on-site (8x5) dan mengikuti jadwal on-call apabila diperlukan.
Area Penempatan
Dashboard Development (Grafana & Elasticsearch)
Operational Support & Data Analysis
Data Pipeline & Data Engineering";Data Engineer
jobstreet;Senior Project Engineer (Project Management);2026-06-22 00:00:00;;Bachelor;10000000.0;15000000.0;;"Objectives of this Role
· Maximize project efficiency and profitability
· Determine project specifications and acquire the necessary materials for completion
· Develop scope and parameters for project design and implementation
· Identify project responsibilities, delegating phases and elements to the appropriate personnel
· Develop and control the full project-plan lifecycle

Daily and Monthly Responsibilities
· Guide the Engineer and construction team to establish project objectives, procedures, data collection methods, and performance standards within boundaries of corporate policy
· Prepare scheduled and necessary updates of construction activities and analysis of manpower and equipment required
· Create and administer appropriate testing protocols to monitor project performance
· Inform all supervisors and subcontractors promptly of any design, construction schedule changes, and work closely with all stakeholders to ensure requirements are met
· Maintain budgetary, scheduling, and project database oversight, and report regularly to project manager to keep him/her constantly informed of job progress, plans and problems that could significantly affect costs or schedules
· Manage compliance, quality control, and quality assurance standards and specifications

Skills and Qualifications
· Bachelor’s degree in engineering or related field of study
· Minimum 3+ years project management, project engineering, or project planning experience (scope, schedule, cost, quality)
· Have a good experience in electrical and automation project
· Proven computer platform experience
· Strong field management experience
· able to work under pressure with limited schedule";
jobstreet;Indoor Sales Engineer;2026-06-26 01:00:00;;Master, Communication;;;;"Responsibilities :
Supporting distributors’ sales and marketing activities
Reviewing enquires and providing quotations
Reviewing of orders, contracts, Letter of Credit and processing orders.
Monitoring of Quotations , Orders and Projects.
Following up on outstanding payments from distributors and customers.
Supporting on after sales service requests
Giving basic presentation on company and products to a variety of audiences in a variety ways. (Eg. formal/informal tendering, sales presentations, product training, etc.)
Involving in sales development and strategies planning
Maintaining the Customer Master Data in CRM and SAP
Monitoring Hit Rate Report, End User of distributor and discount level 
Ensuring a smooth sales Process
Communication & Working together with the other division 
Other tasks assigned by immediate superior as deem fit";
jobstreet;Data Center Engineer Mandarin Speaker;2026-06-26 00:00:00;;Communication, Chinese, Bachelor's;15000000.0;18000000.0;;"Joyrun Indonesia is currently looking for a Data Center Engineer (Mandarin Speaker) to join our growing team.
Job Responsibilities
Support the operation and maintenance of data center electrical and cooling systems.
Assist in equipment installation, testing, commissioning, and acceptance processes.
Monitor data center facilities and support troubleshooting when issues occur.
Coordinate technical communication between Chinese and local teams.
Assist in project execution, technical documentation, and daily engineering activities.
Support clients during equipment upgrades and maintenance works.
Requirements
Bachelor's Degree in Electrical Engineering, Mechanical Engineering, HVAC, Automation, or other related fields.
Able to communicate in Mandarin and Bahasa Indonesia.
HSK certification is preferred.
Experience in data center, electrical, HVAC, MEP, construction, or related engineering projects is preferred.
Experience as a Mandarin translator/interpreter in engineering or construction projects is an advantage.
Familiar with electrical systems, UPS, generators, HVAC, or data center facilities is a plus.
Fresh graduates with strong Mandarin skills and relevant educational background are welcome to apply.
Willing to attend approximately 2 months of technical training in Malaysia upon joining.
Benefits
Competitive salary package
International working environment
Career development and technical training opportunities
Opportunity to work on large-scale data center projects
📍 Placement: Cikarang
Apply now and join our growing team! 🚀";
jobstreet;Process Engineer (North Sumatera);2026-06-20 00:00:00;;Bachelor;;;;"Job Description Summary :
Research, develop, and implement industrial processes from raw materials that result in the desired final products within the manufacturing process. Solve organizational and production related problems efficiently using the fundamentals of design, engineering / quality tools, data analysis, and technology. Implementing new processes and technologies to accommodate new product instructions, increase capacity, improve efficiency, and reduced costs. Ensure manufacturing process is in accordance with improved quality, increased output, improved efficiency, and decreased downtime to improve profitability.

Job Description :
Identify opportunities to optimize and standardize products and processes and initiate plans that drive improved performance.
Create proposals, and create design for potential project in improving manufacturing process, and effectively communicate idea to upper management level.
Provide technical assistance to operating departments to implement changes for process improvements.
Maintain quality service by following organization quality system standards within the manufacturing process, including material handling improvements, and safety procedures.
Compete duties assigned by upper management level.
Analyze data from various sources within the manufacturing process to identify trends in build quality and efficiency.
Responsible for diagnosing situational-operational problems found within manufacturing process and drive corrective action, recommending remedial measures.
Ensure proper execution by monitoring personnel in On-the-Job training and operating procedures.

Job Requirements :
Candidate must possess in Bachelor Degree in Chemical Eng.
At least 5 year(s) of working experience in Oleochemical or related field.
Willing to be located in Deli Serdang, North Sumatera

“Our company has never levied any fees for recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person”";
jobstreet;Application Support Engineer (ASE);2026-06-23 00:00:00;;S1, S2, 2 years, Communication, English, Problem-Solving;;;;"Requirements:
Minimum education is S1/S2 in Chemistry, Chemical Engineering, Analytical Chemistry, Biochemistry, or Physics.
Have similar work experience of at least 2 years is preferred (fresh graduated are welcome to apply).
Most preferable has experience in analytical equipment (XRF/XRD), laboratory services, material characterization.
Application knowledge and strong understanding of various analytical techniques and their applications.
Have adequate interpersonal communication skills and initiative to solve problems and meet customer expectations.
Able to communicate well especially in Bahasa, English & preferably also capable in Mandarin speaking.
Strong potential & willingness to learn tehniques and knowledges.
Excellent problem-solving skills.
Proficient in operating computers (Ms. Office, Adobe and internet applications).
Able to work in teams and individually.
Have good presentation skills and pleasant personality.
Willing to travel out of town throughout Indonesia.
Responsibilities:
Engage with customers, understand their analytical challenges and provide effective solutions.
Provide training to customers on instrument's operation, data analysis, and troubleshooting.
Collaborate with customers to develop and optimize methods for specific applications. This might involve customization of instrument setting, sample preparationtechniques, and data analysis workflows.
Presenting technical information in a clear and comprehensive manner, wheter through written reports, presentations or training sessions.
Working closesly with Sales Engineer, Marketing and Customer Support Engineer to provide comprehensive customer support.
Some roles involve travel to customer sites for on-site support, training and workshops.
Benefits:
Salary and benefits.
Official travel money.
The possibility of attending training abroad (in accordance with the Terms and Conditions).
Hospitalization insurance for personal and family";
jobstreet;Backend Engineer;2026-06-23 00:00:00;Java, MySQL, Redis, MongoDB, Git;Bachelor, Professional, Problem Solving, Communication, English;;;;"About the Role
We are looking for a Backend Engineer to develop, maintain, and improve backend systems that support our digital financial services platform. This role will be responsible for building scalable services, developing new features, improving system performance, and ensuring high standards of code quality, reliability, and security in a fast paced fintech environment.
Key Responsibilities
Design, develop, and maintain backend services and APIs to support business and product requirements.
Build scalable, reliable, and secure backend solutions that enable positive user experience and measurable business growth.
Develop new features, system enhancements, and infrastructure improvements to support rapidly changing business needs.
Work across backend systems, databases, and integrations to ensure smooth application performance, uptime, and scalability.
Write clean, reusable, and maintainable code following engineering best practices.
Apply good software design principles, including object oriented design, SOLID principles, and proper system architecture.
Collaborate with Product Managers, Frontend Engineers, Mobile Engineers, QA, Data, Risk, Operations, and other cross functional teams to deliver high quality solutions.
Troubleshoot, debug, and resolve production issues to ensure system stability and reliability.
Participate in code reviews and contribute to improving development standards within the engineering team.
Ensure backend development follows relevant security, privacy, and compliance standards, especially within the fintech and P2P lending environment.
Support system integration with internal platforms, third party services, and regional or HQ technology teams when required.
Requirements
Bachelor’s degree in Computer Science, Information Technology, Software Engineering, or other related technical fields.
1 to 5 years of professional experience in backend software development.
Strong knowledge of Java, J2EE, and related Java technologies.
Good understanding of backend architecture, API development, distributed systems, and scalable application design.
Experience with database systems. Familiarity with MySQL, Redis, and MongoDB is preferred.
Familiar with RESTful APIs, Git, and standard software development workflow.
Good understanding of clean code, reusable code, object oriented programming, and software engineering best practices.
Strong logical thinking, problem solving skills, and attention to detail.
Able to work in a fast paced environment and handle evolving business or project requirements.
Good communication skills and ability to collaborate confidently with internal stakeholders.
Fluent communication skills in English.
Preferred Qualifications
Experience in P2P lending, fintech, banking, payment, or other financial technology products.
Experience working with high traffic or large scale backend systems.
Familiarity with microservices architecture and distributed systems.
Familiarity with secure coding practices and data privacy principles.
Experience working with cloud services, message queues, or containerization is a plus.
Ability to communicate in Mandarin is a plus.
Experience working with regional or global engineering teams is a plus.
Required Skills
Java
J2EE
RESTful API development
Backend architecture
MySQL
Redis
MongoDB
Git
Object oriented programming
Debugging and performance optimization
Secure coding practice
English communication
What We Offer
Opportunity to work in a fast growing fintech company with real business impact.
Exposure to scalable backend systems that support large scale digital financial services.
Opportunity to work closely with Product, Risk, Data, Compliance, Operations, and Engineering teams.
Dynamic work environment with continuous learning and career growth opportunities.";
jobstreet;Data Engineer;2026-06-06 00:00:00;Bash, Java, Python, Excel, Linux;1 year;4300000.0;6000000.0;;"Job Description

1. Perform ETL (Extract, Transform, Load)
2. Models data structure from product needs to database tables
3. Perform query testing on large datasets, & define the best practices of data query style to meet business requirement
4. Define best practices for data migration & conversion
5. Monitor ETL Process

Qualifications 
1. Bash/Java/Python
2. Data modeling
3. Microsoft Excel
4. Experience using Unix/Linux system
5. Ability to learn new technology
6. Strong technical thinking to address problems & solutions
7. Responsible, honest, communicative, & having integrity
8. Able to work independently & in a group
9. Open to all degrees of education, as long as having knowledge/experience minimum 1 year in the related field
Benefits

• Join very attractive and unique team that represent quality of generation
• Healthy and cozy working environment
• Handle big customer, big real problems
• Free lunch
• Working tools (Laptop, etc)
• Fun and humble company culture without any politics";Data Engineer
jobstreet;Data Engineer;2026-06-02 00:00:00;Airflow, Excel, Tableau, Power BI, R, Java, SQL;S1, 3 tahun;;;;"Data Engineer
Minimal S1 / Sederajat, (diutamakan jurusan Teknologi Informasi, Teknik Informatika, Ilmu Komputer, Manajemen Informatika, Teknik Komputer, Data Science, Matematika, Statistika, dan sejenisnya)
Pengalaman minimal 3 tahun (diutamakan berperan dalam analisis data, preferensi dalam industri terkait);
Memiliki pengalaman dan kemampuan terkait PySpark, Oozie, Airflow, IBM Data Stage, Cloudera, Oracle, dsb;
Lebih diutamakan memiliki pengalaman dalam menggunakan analytics tools seperti Excel, Tableau, atau Power BI
Lebih diutamakan memiliki pengalaman dan/atau pengetahuan terkait Pemrograman/Scripting dalam Data Processing seperti Phyton, R, Java, dsb
Lebih diutamakan memiliki pengalaman dan/atau pengetahuan terkait konsep data pipeline.
Lebih diutamakan memiliki sertifikasi di bidang Data Engineer (SQL/Oracle/Cloudera) level intermediate.
Lebih diutamakan memiliki pengalaman pengembangan aplikasi secara Agile
Memiliki pengalaman pengembangan Data Warehouse/Data Modeler";Data Engineer
jobstreet;Project Supervisor – Data Center;2026-06-24 00:00:00;;S1, 3 tahun, Bahasa Inggris, Komunikasi, Problem Solving;6000000.0;7000000.0;;"Project Supervisor – Data Center
Building Construction Company

Deskripsi Pekerjaan :
Melakukan supervisi dan koordinasi terhadap semua kegiatan proyek, mulai dari proyek dimulai, sampai dengan serah terima.
Bertanggung jawab mengawasi pelaksanaan proyek Data Center di lapangan.
Mengatur manpower, melakukan koordinasi dengan customer, vendor, dan subkontraktor.
Memonitor progres pekerjaan, memastikan kualitas pekerjaan sesuai standar.
Mengawal penyelesaian proyek hingga proses serah terima (BAST).

Persyaratan:
Diutamakan memiliki pengalaman dalam proyek Data Center, MEP, Critical Facility, atau Telecommunication Infrastructure.
Pendidikan minimal S1 Teknik Sipil, Teknik Elektro, Teknik Industri, atau jurusan teknik lainnya yang relevan.
Memiliki pengalaman minimal 3 tahun sebagai Project Supervisor, Site Supervisor, Project Engineer, atau posisi sejenis pada proyek konstruksi.
Memahami penyusunan laporan progres proyek, termasuk Kurva S dan dokumentasi proyek.
Memahami perencanaan dan pengendalian jadwal proyek (Project Schedule) serta monitoring progres pekerjaan.
Mampu berkomunikasi dalam Bahasa Inggris, baik lisan maupun tulisan, untuk kebutuhan koordinasi proyek.
Memiliki kemampuan komunikasi, koordinasi, dan problem solving yang baik dalam mengelola hubungan dengan customer, vendor, subkontraktor, dan tim internal.
Mampu membaca gambar kerja dan menggunakan AutoCAD untuk kebutuhan koordinasi proyek.
Domisili Jakarta dan Tangerang.";
jobstreet;Shift Lead, Critical Infrastructure Operations;2026-06-26 00:00:00;;Bachelor's;;;;"About DayOne 
Behind every app, every AI tool, every connected experience, there is a data center. DayOne builds them. In Indonesia, we are building the first of a new kind. DayOne's 72MW LEED Gold campus at Nongsa Digital Park (NDP) in Batam is the island's first world-class hyperscale data center, developed in partnership with the Indonesia Investment Authority (INA) inside a Special Economic Zone with direct connectivity to Singapore and access to 15+ submarine cables. Backed by US$2B+ in Series C funding, operating across seven countries. 

About the Role 
Indonesia's digital infrastructure is being built right now, and DayOne is at the centre of it. As Shift Lead for Critical Infrastructure Operations, you will be one of the people making sure it stays running. 
This is a leadership role on the operations floor of Batam's first hyperscale data center. You will lead a team of shift technicians through every hour of the shift, keeping critical systems running, resolving issues before they escalate, and handing over a facility that is in better shape than when you arrived. The decisions you make here directly protect the digital services that enterprises and businesses across the region depend on. 
Your Responsibilities 
Team Leadership 
Lead and manage a team of shift technicians, ensuring they perform their duties effectively and safely 
Provide guidance and support to team members, building a collaborative and high-performing shift culture 
Conduct regular performance reviews and give feedback that helps people grow in the role 
Operational Oversight 
Ensure all data center operations run smoothly and efficiently throughout your shift 
Monitor critical services and building systems, identify potential issues early, and act before they become problems 
Coordinate with other departments and stakeholders to resolve operational challenges quickly and cleanly 
Shift Handover Management 
Prepare detailed shift handover reports documenting all relevant information, incidents, and actions taken 
Ensure handover reports are complete and communicated effectively before the end of each shift 
Lead shift handover meetings to brief the incoming team on current status and any ongoing issues 
Compliance and Safety 
Ensure full compliance with safety protocols, standard operating procedures (SOPs), and regulatory requirements at all times 
Conduct regular safety drills and training sessions for your shift team 
Report and document any safety incidents or near-misses promptly and accurately 
Technical Support 
Provide hands-on technical assistance to your team as needed 
Troubleshoot and resolve technical issues that arise during the shift 
Coordinate with technical support teams for complex problem resolution 
Continuous Improvement 
Identify opportunities for process improvements and operational efficiencies 
Implement best practices and improvement initiatives within your shift team 
Participate in training and development programmes to build your own skills and those of the people around you 
 
Requirements 
Hands-on experience in data center operations or a similar critical infrastructure environment  
Technical proficiency in data center or similar systems: power, cooling, and building management  
Knowledge of safety protocols, compliance standards, and shift operations in a 24/7 environment  
Willingness to work rotating shifts including nights, weekends, and public holidays  
Bachelor's degree in Engineering, or a related field 

Nice to Have 
Prior experience in a lead or supervisory role in operations 
Familiarity with Indonesian safety regulations and compliance frameworks 
Experience with Building Management Systems (BMS) or Data Center Infrastructure Management (DCIM) platforms 

Why DayOne? 
Joining DayOne in Batam means being part of something genuinely new: the first campus of its kind on the island, backed by the Indonesian government and connected into one of the world's most active digital corridors. The people joining now are the ones shaping what excellence looks like in this market. You will be supported with real training, meaningful development, and a team that is fully invested in building this right.  ";
jobstreet;System Security Engineer;2026-06-23 00:00:00;;D3, Problem-Solving, Communication;;;;"Qualifications:
Minimum Diploma (D3) in Information Technology, Computer Science, Information Systems, Cyber Security, or related field.
Proven experience implementing end-to-end IAM/IGA solutions, including design, deployment, integration, and support.
Hands-on experience with SailPoint is a plus.
Basic scripting/programming knowledge is a plus.
Experience handling implementation projects and client requirements.
Strong troubleshooting, analytical, and problem-solving skills in complex enterprise environments.
Experience or familiarity with Data Loss Prevention (DLP) solutions such as Trellix DLP is a plus.
Strong communication skills and ability to work with technical and non-technical stakeholders.

Responsibilities:
Implement Identity & Access Management (IAM) solutions using SailPoint based on business and security compliance requirements.
Perform installation, configuration, customization, and deployment of SailPoint IdentityIQ / IdentityNow.
Troubleshoot and resolve technical issues related to IAM implementation and integration.
Collaborate with internal teams and clients to gather requirements, design solutions, and support deployment activities.
Prepare technical documentation for system configuration, implementation, testing, and deployment.
Support SIT, UAT, and production deployment processes.
Ensure IAM implementation follows security standards, governance policies, and best practices.
Provide post-implementation support and knowledge transfer to users and related teams.
Monitor and optimize IAM system performance after deployment.
Participate in implementation, migration, enhancement, and integration projects related to SailPoint solutions.
Support or collaborate in Data Loss Prevention (DLP) operations and implementation activities using Trellix DLP solutions.";
jobstreet;Data Center Electrical Engineer;2026-06-26 00:00:00;;Bachelor's, English;;;;"An electrical engineer, works to develop, create, implement, and maintain electrical projects. Electrical engineers may oversee the development of electrical infrastructure, such as electrical shop drawing, electrical material approval, electrical installation method of statement, conduct factory acceptance testing and site acceptance testing of the electrical system's functionality.
Responsibilites: 
• Advise the Construction Manager of any technical aspects of the Electrical and Electronic services that may affect construction progress, e.g., quality or snagging
• Review and evaluate consultant's drawing in conjunction with the structural and Architecture engineers to ensure engineering co-ordination and advise the Construction Manager accordingly.
• Implement and coordination with Electrical Contractor including LLE Vendor for daily and weekly project schedule
• Set up meetings to resolve specific site problems as required to minimize program delays
• Advise on long lead equipment (LLE) MEP items that may affect progress of the works
• Monitor quality of the Contractor's construction installations
• Ensure that daily and weekly progress reports are produced with regards to MEP works
• Designing and implementing daily & weekly work schedules for the electrical staff
• Involve in Test and Commissioning for Electrical and Electronic System (FAT, SAT and IST)
• Review Drawing & material Submission, Method of Statement Electrical & Electronic System Installation
Requirement Experience:
• Diploma or Bachelor's degree electrical engineering and 3+ years of relevant experience in Data Center Construction Project 
• Ability to read and interpret schematic drawings and technical manuals required
• Has the knowledge of MS Office, AutoCAD, BIM 360 and Project Management software
• Demonstrated experience with Electrical and Electronic System Systems
• Completed course work in electrical systems fundamentals, UPS Systems, Generators System, LV & MV Panel, BMS and EPMS, CCTV, Access Control
• Data Center Training Certification preferred
• Fluent in English is a plus
Skills: Microsoft Office, Autocad

Employment Type = Outsourced
Placement = Batam";
jobstreet;Data Warehouse Engineer;2026-06-03 00:00:00;SQL, GitLab;Problem-Solving, English, Communication;15000000.0;18000000.0;;"Responsibilities
Analyze business and DWH requirements and create technical documentation.
Design and maintain Data Warehouse models, including ER diagrams and data mappings.
Develop, test, document, and deploy database changes on Oracle environments.
Create test scenarios and scripts based on business requirements and expected data logic.
Develop and maintain ETL processes and data integration workflows.
Troubleshoot production issues, perform root cause analysis, and implement solutions.
Provide recommendations on data architecture, normalization, and Data Warehouse vs. Data Mart design decisions.
Ensure data quality, consistency, and compliance with data governance standards.
Collaborate with cross-functional teams in an Agile development environment.
Requirements
Minimum 5 years of experience as a Data Warehouse Developer, ETL Developer, or similar role.
Strong experience with Oracle SQL and PL/SQL, including complex data processing logic.
Hands-on experience in Data Warehouse development and maintenance.
Experience with ETL processes and data integration.
Knowledge of Oracle GoldenGate.
Understanding of Data Warehouse concepts, data modeling, normalization, and Data Mart architecture.
Familiarity with data governance principles and best practices.
Strong analytical and problem-solving skills.
Experience working in Agile/Scrum environments.
Good English communication skills.
Technical Skills
Oracle SQL & PL/SQL
Oracle Database
Oracle GoldenGate
Apache NiFi
GitLab
TortoiseSVN or similar version control tools
Data Modeling & ER Diagram Design
ETL Development & Data Integration
Preferred
Experience working with legacy Data Warehouse environments.
Banking, financial services, or enterprise-scale data platform experience.";
jobstreet;Costing Engineer;2026-06-26 23:00:00;Excel;Communication, 3 years, English;;;;"Costing Engineer
About the Role
The Costing Engineer is the analytical backbone of framas Indonesia's pricing and quotation process. Reporting to Development Manager, you will build accurate Cost Break Downs (CBDs) for new development projects, maintain seasonal price lists for adidas, Nike, and New Balance, and partner with the Operational Controlling Manager to ensure every price we quote is technically sound, commercially competitive, and aligned with framas Group standards.
Job Responsibilities
Cost Break Down & Costing Analysis
•    Prepare Customer CBDs for new development projects in cooperation with the Project Manager and the Development team
•    Verify costing assumptions against actual production data and flag deviations to the Project Manager before quotation submission.
•    Support mold investment costing and amortization schedules per project, in line with framas Group costing standards.
Pricing & Price Lists
•    Partner with the Operational Controlling Manager on pricing analysis — margin checks, scenario simulations, and price-vs-cost variance reviews per project and per customer.
•    Prepare seasonal price lists for the framas Group and for each brand (adidas, Nike, New Balance), ensuring consistency with Group pricing guidelines.
•    Maintain printing-product pricing and the printing price overview, including updates for material and process changes.
Customer Engagement & Communication
•    Visit customers regularly with the Development Manager and the Project Manager.
•    Lead pricing communication with the customers one prices have been approved by the Board of Directors - issue official quotations, explain cost drivers and price-change rationale, and handle follow-up clarifications professionally and accurately.
Bidding, Forecasting & Coordination
•    Update the Bidding Status Overview monthly in coordination with the Project Manager — track open bids, win/loss outcomes, and pipeline value.
•    Coordinate with Sales and Controlling for the monthly roll-plan and budgeting process, including sales forecast planning and acquisition status.
•    Liaise with cross-functional stakeholders (Development, PPIC, Sales, Finance) to keep cost data, project status, and price commitments synchronized across systems.
Job Requirements
•    Education: University degree in Finance, Accounting, Industrial Engineering, Foreign Economics, or a related quantitative field.
•    Experience: Minimum 1–3 years in costing, pricing, cost engineering, or operational controlling — preferably in manufacturing (footwear, automotive, plastics, or consumer goods).
•    Technical skills: Strong Excel (advanced formulas, pivot tables, data modeling); familiarity with ERP systems (Winline, SAP, or equivalent) is an advantage.
•    Analytical mindset: Comfortable working with large data sets, building cost models, and translating production realities into financial logic.
•    Communication: Good interpersonal skills; able to work cross-functionally with engineering, production, sales, and finance teams.
•    Languages: Good written and spoken English. German is an advantage.
•    Other: Willingness to travel for business purposes when required.
What We Offer
•    Competitive monthly salary aligned with experience and qualifications.
•    13th-month salary, KPI performance bonus, and transportation allowance.
•    BPJS Kesehatan and BPJS Ketenagakerjaan in line with Indonesian labor regulations.
•    Structured career development and overseas training opportunities.
•    A direct seat at the table on real costing and pricing decisions — not a back-office data role.

Please note:
·   Only shortlisted candidates will be contacted.";
